               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 158,            0.062956,             0.01851,           0.0091117,             0.95519,              0.9383,             0.94056,             0.46833,            0.056097,            0.013842,           0.0070006,            0.004819,            0.004819,            0.004819
                 159,            0.063502,            0.019521,           0.0092625,             0.95887,             0.94924,             0.95417,             0.47769,            0.053771,            0.013807,           0.0070236,            0.004786,            0.004786,            0.004786
                 160,            0.060918,            0.019278,           0.0090481,             0.94843,             0.95004,             0.93676,             0.47446,            0.053513,            0.013574,           0.0070629,            0.004753,            0.004753,            0.004753
                 161,            0.063084,            0.018905,            0.009266,             0.94767,             0.94723,             0.95244,             0.48481,            0.053198,            0.013609,            0.007067,             0.00472,             0.00472,             0.00472
                 162,            0.062987,            0.018645,           0.0093862,             0.94235,             0.93255,             0.94631,             0.47364,            0.055307,            0.013803,           0.0070794,            0.004687,            0.004687,            0.004687
                 163,            0.061027,            0.017545,            0.008896,             0.95487,              0.9518,             0.94642,             0.46802,            0.054184,            0.013632,           0.0070573,            0.004654,            0.004654,            0.004654
                 164,             0.06369,            0.019506,           0.0096749,             0.95417,             0.95188,             0.95121,             0.46804,             0.05344,            0.013583,           0.0070642,            0.004621,            0.004621,            0.004621
                 165,            0.062432,            0.018326,           0.0089208,              0.9522,             0.94785,             0.95005,             0.47315,            0.054078,            0.013767,           0.0070156,            0.004588,            0.004588,            0.004588
                 166,            0.062265,            0.018716,           0.0089461,             0.93067,             0.93482,             0.93481,             0.46431,            0.054706,            0.013951,           0.0071496,            0.004555,            0.004555,            0.004555
                 167,            0.062848,            0.018978,           0.0093642,             0.95074,             0.94161,             0.94989,             0.47022,            0.054936,            0.013808,           0.0070506,            0.004522,            0.004522,            0.004522
                 168,             0.06224,            0.019133,             0.00935,             0.94395,              0.9416,             0.93572,             0.48441,            0.053526,            0.013822,           0.0070185,            0.004489,            0.004489,            0.004489
                 169,            0.061898,            0.018599,           0.0092023,             0.94933,              0.9438,             0.93892,             0.47678,            0.053569,            0.013962,           0.0070661,            0.004456,            0.004456,            0.004456
                 170,             0.06233,            0.018691,           0.0092702,              0.9472,              0.9443,             0.94097,             0.46795,            0.053347,            0.013743,           0.0070004,            0.004423,            0.004423,            0.004423
                 171,            0.062886,            0.018431,           0.0092577,             0.95331,             0.93133,              0.9438,              0.4764,            0.053954,            0.013574,           0.0068993,             0.00439,             0.00439,             0.00439
                 172,            0.061518,            0.019308,           0.0089864,             0.94315,             0.93414,             0.93595,             0.45819,            0.054851,            0.013897,           0.0070639,            0.004357,            0.004357,            0.004357
                 173,            0.062391,            0.019226,           0.0096097,             0.95122,             0.94338,             0.94756,             0.48951,            0.053487,             0.01365,           0.0071106,            0.004324,            0.004324,            0.004324
                 174,            0.061134,            0.018711,           0.0090598,             0.95621,             0.94259,             0.94772,             0.48829,            0.053612,            0.013558,           0.0071023,            0.004291,            0.004291,            0.004291
                 175,            0.061397,            0.018554,           0.0091816,             0.95612,             0.95627,             0.95446,             0.48844,            0.052518,            0.013481,           0.0070376,            0.004258,            0.004258,            0.004258
                 176,            0.061401,             0.01788,           0.0090059,             0.95267,             0.94653,             0.94599,             0.47985,            0.053504,            0.013541,           0.0070063,            0.004225,            0.004225,            0.004225
                 177,            0.061491,            0.018426,           0.0094702,             0.94867,             0.94057,             0.93966,             0.47323,            0.053521,            0.013583,           0.0069883,            0.004192,            0.004192,            0.004192
                 178,            0.060564,            0.018538,           0.0087154,             0.95656,             0.94562,             0.94595,             0.47665,            0.053588,            0.013505,           0.0069255,            0.004159,            0.004159,            0.004159
                 179,            0.062484,            0.019275,           0.0094625,             0.94146,             0.93888,             0.93195,             0.45982,            0.054337,            0.014261,           0.0070187,            0.004126,            0.004126,            0.004126
                 180,            0.060556,            0.019119,           0.0089182,             0.95571,             0.94836,             0.94756,             0.48042,            0.053225,             0.01355,           0.0069876,            0.004093,            0.004093,            0.004093
                 181,            0.062277,            0.018351,            0.009275,             0.95421,             0.94405,             0.93756,             0.47864,            0.053931,            0.013617,           0.0069177,             0.00406,             0.00406,             0.00406
                 182,            0.061676,            0.018028,           0.0092428,             0.96025,             0.95629,             0.95066,             0.47878,            0.053326,            0.013609,           0.0069659,            0.004027,            0.004027,            0.004027
                 183,            0.061406,            0.018162,           0.0091216,              0.9585,             0.94972,              0.9517,             0.48416,            0.053306,            0.013743,           0.0069996,            0.003994,            0.003994,            0.003994
                 184,            0.060355,            0.017016,           0.0088034,             0.95681,             0.95467,             0.94772,             0.46689,            0.053452,            0.013465,           0.0069827,            0.003961,            0.003961,            0.003961
                 185,            0.061636,            0.018723,           0.0094064,             0.95314,             0.94305,             0.94423,             0.48573,            0.053403,            0.013466,           0.0069681,            0.003928,            0.003928,            0.003928
                 186,            0.061657,            0.018905,           0.0092527,             0.94806,             0.94294,             0.94388,             0.47957,            0.053458,            0.013533,           0.0069901,            0.003895,            0.003895,            0.003895
                 187,            0.060278,            0.018297,           0.0088938,             0.96083,             0.95468,             0.96138,             0.49591,            0.053273,            0.013518,           0.0069941,            0.003862,            0.003862,            0.003862
                 188,            0.060933,            0.018261,           0.0092446,             0.96712,             0.95512,             0.95464,             0.47545,            0.053265,            0.013561,           0.0069256,            0.003829,            0.003829,            0.003829
                 189,            0.059911,            0.017507,           0.0088708,             0.96666,             0.95729,             0.95926,             0.48059,            0.052844,            0.013486,           0.0069672,            0.003796,            0.003796,            0.003796
                 190,            0.060423,            0.018254,           0.0094275,              0.9668,             0.95429,             0.96381,             0.48259,            0.052498,            0.013743,           0.0069599,            0.003763,            0.003763,            0.003763
                 191,            0.060104,            0.017736,           0.0089194,             0.95485,             0.94269,             0.93828,             0.48031,            0.053636,            0.013927,           0.0070134,             0.00373,             0.00373,             0.00373
                 192,            0.059983,            0.017785,           0.0091016,             0.96252,             0.95277,             0.95422,             0.48124,            0.053125,            0.013533,           0.0069725,            0.003697,            0.003697,            0.003697
                 193,            0.060022,            0.018188,           0.0087662,             0.95348,             0.94953,             0.94759,             0.48462,            0.052758,            0.013593,           0.0070145,            0.003664,            0.003664,            0.003664
                 194,            0.059684,            0.018007,           0.0088474,             0.95508,             0.94636,             0.95759,             0.48765,            0.052744,            0.013479,           0.0070445,            0.003631,            0.003631,            0.003631
                 195,            0.060433,             0.01833,           0.0091565,             0.94925,             0.93557,             0.93397,             0.48351,            0.054502,            0.013614,            0.006966,            0.003598,            0.003598,            0.003598
                 196,             0.06083,            0.018865,           0.0090884,             0.96164,              0.9501,              0.9557,             0.48549,            0.052988,            0.013455,           0.0069536,            0.003565,            0.003565,            0.003565
                 197,            0.061567,            0.018908,           0.0093671,             0.95831,              0.9438,             0.94525,             0.48522,            0.052472,            0.013343,           0.0069459,            0.003532,            0.003532,            0.003532
                 198,            0.061208,            0.018828,           0.0092369,             0.95629,             0.94829,             0.94927,             0.48337,            0.052454,             0.01339,           0.0069775,            0.003499,            0.003499,            0.003499
                 199,            0.059501,            0.018248,           0.0093273,             0.94972,             0.94252,             0.93943,              0.4775,            0.053062,            0.013726,           0.0069875,            0.003466,            0.003466,            0.003466
                 200,            0.060648,            0.018026,            0.009253,             0.95786,             0.94909,             0.94697,             0.48074,            0.053079,            0.013731,           0.0069733,            0.003433,            0.003433,            0.003433
                 201,            0.059885,            0.018109,           0.0088412,              0.9536,             0.94403,             0.93751,             0.48178,            0.053032,            0.013621,           0.0069682,              0.0034,              0.0034,              0.0034
                 202,            0.061041,            0.019017,           0.0091981,             0.95854,             0.94907,             0.94757,             0.48135,            0.053534,            0.013574,           0.0069143,            0.003367,            0.003367,            0.003367
                 203,            0.061369,            0.019402,           0.0094201,             0.96576,             0.95517,             0.94875,             0.48589,            0.053322,            0.013942,           0.0068841,            0.003334,            0.003334,            0.003334
                 204,            0.060621,            0.018746,           0.0093839,              0.9654,             0.95278,             0.94861,             0.48196,            0.053018,            0.013939,           0.0069065,            0.003301,            0.003301,            0.003301
                 205,            0.060681,            0.018905,           0.0093337,              0.9568,             0.95058,             0.94333,             0.47963,            0.053034,            0.013825,           0.0069129,            0.003268,            0.003268,            0.003268
                 206,            0.061386,            0.019436,           0.0095335,             0.94817,             0.93666,             0.93662,             0.48307,            0.053974,            0.013756,            0.006919,            0.003235,            0.003235,            0.003235
                 207,            0.059885,            0.017561,           0.0089559,             0.95439,             0.94652,             0.94148,             0.48375,            0.053237,            0.013592,           0.0068815,            0.003202,            0.003202,            0.003202
                 208,            0.060737,            0.018896,           0.0091256,             0.95527,             0.94863,             0.94885,             0.48527,            0.052625,            0.013429,           0.0068865,            0.003169,            0.003169,            0.003169
                 209,            0.060164,            0.018216,           0.0092151,             0.96133,             0.95229,              0.9472,              0.4828,            0.052656,            0.013434,           0.0068823,            0.003136,            0.003136,            0.003136
                 210,            0.059512,            0.018172,           0.0087356,             0.95343,             0.94521,             0.94273,             0.47672,            0.053077,            0.013435,            0.006953,            0.003103,            0.003103,            0.003103
                 211,            0.059496,            0.018113,           0.0090616,             0.95938,             0.94972,             0.94998,             0.48708,            0.052625,            0.013436,           0.0069228,             0.00307,             0.00307,             0.00307
                 212,            0.059966,            0.018523,           0.0092627,             0.95807,              0.9564,             0.95234,             0.48238,            0.052718,            0.013481,           0.0068925,            0.003037,            0.003037,            0.003037
                 213,            0.058207,            0.017499,           0.0084131,             0.96919,             0.96121,              0.9583,             0.49604,            0.051976,            0.013319,           0.0069302,            0.003004,            0.003004,            0.003004
                 214,            0.060013,            0.018897,           0.0091436,             0.95367,             0.94824,             0.94205,             0.48354,            0.052481,             0.01339,           0.0069234,            0.002971,            0.002971,            0.002971
                 215,            0.060001,             0.01867,           0.0095611,             0.95732,             0.94353,              0.9448,             0.47731,            0.052754,            0.013404,           0.0069125,            0.002938,            0.002938,            0.002938
                 216,            0.060553,            0.018893,           0.0091355,             0.95444,             0.95015,             0.95093,             0.48784,            0.052645,            0.013364,           0.0068604,            0.002905,            0.002905,            0.002905
                 217,            0.060406,            0.018982,           0.0096333,             0.95693,             0.94862,             0.94815,             0.48597,            0.052594,            0.013358,           0.0068428,            0.002872,            0.002872,            0.002872
                 218,            0.059457,            0.017763,           0.0087611,             0.95104,             0.94165,              0.9431,             0.48382,            0.052514,            0.013371,           0.0068724,            0.002839,            0.002839,            0.002839
                 219,            0.059855,            0.018397,           0.0089467,             0.95085,             0.94344,             0.94386,             0.47294,            0.052744,            0.013509,           0.0068924,            0.002806,            0.002806,            0.002806
                 220,            0.060179,            0.017627,            0.009091,             0.95105,             0.94805,             0.95079,             0.47969,            0.052644,            0.013391,           0.0068469,            0.002773,            0.002773,            0.002773
                 221,            0.060301,            0.018696,           0.0089522,             0.95464,             0.94197,             0.94341,             0.46413,            0.053262,            0.013541,           0.0068565,             0.00274,             0.00274,             0.00274
                 222,            0.059842,            0.018428,           0.0091216,             0.95955,             0.94594,             0.94587,             0.47619,            0.052708,             0.01349,           0.0068413,            0.002707,            0.002707,            0.002707
                 223,             0.05968,            0.018759,           0.0090068,             0.95582,             0.95279,             0.94909,             0.48654,            0.052334,            0.013495,            0.006876,            0.002674,            0.002674,            0.002674
                 224,            0.059677,            0.018331,           0.0088373,             0.95579,             0.94629,             0.94808,              0.4802,            0.052292,            0.013409,           0.0068452,            0.002641,            0.002641,            0.002641
                 225,             0.05959,            0.018749,             0.00934,             0.94993,             0.94185,             0.93733,             0.47171,            0.052917,            0.013576,           0.0068633,            0.002608,            0.002608,            0.002608
                 226,            0.059189,             0.01802,           0.0089357,             0.94947,             0.94232,             0.94193,             0.47576,            0.052477,            0.013403,           0.0068892,            0.002575,            0.002575,            0.002575
                 227,            0.058807,            0.018115,           0.0090385,              0.9475,             0.94094,             0.94285,             0.47644,            0.053822,              0.0136,           0.0068436,            0.002542,            0.002542,            0.002542
                 228,            0.059031,            0.017697,           0.0090644,             0.95552,             0.95076,             0.94923,             0.49058,            0.051963,            0.013273,           0.0068174,            0.002509,            0.002509,            0.002509
                 229,            0.059036,            0.018139,           0.0090059,             0.95454,             0.95003,             0.95112,             0.48382,            0.052545,            0.013488,           0.0068348,            0.002476,            0.002476,            0.002476
                 230,            0.058987,             0.01808,           0.0088265,             0.95938,             0.94971,             0.95192,             0.47933,            0.052625,            0.013347,           0.0068414,            0.002443,            0.002443,            0.002443
                 231,            0.058723,             0.01891,           0.0088128,             0.95169,             0.94576,             0.94341,             0.49785,            0.053018,            0.013368,           0.0068361,             0.00241,             0.00241,             0.00241
                 232,            0.059276,            0.018346,           0.0088862,             0.95418,             0.94432,             0.94752,              0.4891,            0.052748,            0.013364,           0.0068255,            0.002377,            0.002377,            0.002377
                 233,            0.058931,            0.017749,           0.0088118,             0.95468,             0.94645,              0.9419,             0.48553,            0.052602,            0.013323,           0.0067973,            0.002344,            0.002344,            0.002344
                 234,            0.059178,            0.018397,           0.0090876,             0.96201,             0.95121,             0.95051,             0.48392,            0.052455,            0.013322,           0.0068512,            0.002311,            0.002311,            0.002311
                 235,            0.058324,            0.017735,           0.0087533,             0.95502,             0.94577,             0.94184,             0.47929,            0.052333,            0.013332,           0.0068834,            0.002278,            0.002278,            0.002278
                 236,            0.058665,            0.018143,           0.0089151,             0.95111,             0.94531,             0.93983,             0.48101,            0.052372,            0.013363,            0.006847,            0.002245,            0.002245,            0.002245
                 237,            0.059029,            0.017893,           0.0090713,             0.95391,              0.9491,              0.9434,             0.49167,            0.051903,            0.013313,           0.0068181,            0.002212,            0.002212,            0.002212
                 238,            0.058918,            0.017463,           0.0090936,             0.95162,             0.93866,             0.92772,             0.48937,            0.051985,            0.013282,           0.0067949,            0.002179,            0.002179,            0.002179
                 239,            0.059306,            0.018556,           0.0088531,             0.95666,             0.94692,             0.94426,             0.48458,            0.052201,            0.013311,            0.006797,            0.002146,            0.002146,            0.002146
                 240,            0.059361,            0.018354,           0.0091735,             0.95439,             0.94232,             0.94372,             0.48871,            0.052069,            0.013259,           0.0067879,            0.002113,            0.002113,            0.002113
                 241,            0.058457,            0.019124,            0.008942,              0.9513,             0.94576,               0.951,             0.49462,            0.052104,            0.013359,           0.0068067,             0.00208,             0.00208,             0.00208
                 242,            0.059545,            0.018397,           0.0089879,              0.9526,               0.944,             0.94809,             0.49014,            0.052496,             0.01329,           0.0067942,            0.002047,            0.002047,            0.002047
                 243,             0.05785,            0.017299,           0.0086912,              0.9556,             0.94816,             0.94777,             0.48754,            0.051522,            0.013182,           0.0067837,            0.002014,            0.002014,            0.002014
                 244,             0.05992,            0.018366,            0.009244,             0.96099,             0.94788,             0.95158,             0.48659,            0.052277,            0.013264,           0.0067795,            0.001981,            0.001981,            0.001981
                 245,            0.056583,             0.01699,           0.0084117,             0.95986,             0.94481,             0.94672,             0.48405,            0.051877,            0.013205,           0.0067649,            0.001948,            0.001948,            0.001948
                 246,            0.057878,            0.017317,           0.0087516,             0.96166,             0.94891,             0.94979,             0.49892,             0.05165,            0.013167,           0.0067666,            0.001915,            0.001915,            0.001915
                 247,            0.058169,            0.018223,           0.0090744,             0.95989,             0.95447,             0.95581,             0.49332,             0.05184,             0.01325,           0.0068063,            0.001882,            0.001882,            0.001882
                 248,            0.058169,            0.018486,           0.0090679,             0.96281,             0.95534,               0.956,             0.48629,            0.052204,            0.013271,            0.006787,            0.001849,            0.001849,            0.001849
                 249,            0.057976,            0.017322,           0.0089288,             0.96139,             0.94865,             0.94942,             0.48971,            0.051747,            0.013238,           0.0067478,            0.001816,            0.001816,            0.001816
                 250,            0.058851,            0.018171,           0.0087817,              0.9578,             0.94638,             0.95069,             0.49395,            0.052057,            0.013245,           0.0067594,            0.001783,            0.001783,            0.001783
                 251,            0.058684,            0.018061,           0.0088162,             0.96142,             0.95555,             0.95879,             0.50274,            0.051962,            0.013242,           0.0067603,             0.00175,             0.00175,             0.00175
                 252,            0.058987,            0.018186,           0.0089408,             0.96181,             0.95314,             0.95581,             0.48904,            0.051575,            0.013171,           0.0067469,            0.001717,            0.001717,            0.001717
                 253,            0.058717,            0.017989,           0.0089242,             0.95872,             0.94637,             0.95239,             0.49503,            0.051437,             0.01316,           0.0067598,            0.001684,            0.001684,            0.001684
                 254,            0.057703,            0.017047,           0.0086768,              0.9598,             0.94465,             0.94892,              0.4836,            0.052311,            0.013276,           0.0067673,            0.001651,            0.001651,            0.001651
                 255,            0.058465,            0.018577,           0.0088816,             0.96193,             0.95054,             0.94839,             0.49348,            0.051575,            0.013206,           0.0067506,            0.001618,            0.001618,            0.001618
                 256,            0.057837,            0.018221,           0.0087829,             0.95953,               0.947,             0.94339,             0.49106,            0.051806,            0.013255,           0.0067693,            0.001585,            0.001585,            0.001585
                 257,            0.057308,            0.017267,           0.0087692,             0.95935,             0.94343,             0.94314,             0.49917,            0.051612,            0.013208,           0.0067735,            0.001552,            0.001552,            0.001552
                 258,            0.057467,            0.018662,           0.0086402,              0.9566,             0.94344,             0.95189,             0.49473,            0.051491,            0.013169,           0.0067724,            0.001519,            0.001519,            0.001519
                 259,            0.058207,            0.018259,           0.0089955,             0.96137,              0.9522,             0.95153,             0.47595,            0.052192,            0.013248,           0.0067495,            0.001486,            0.001486,            0.001486
                 260,            0.058804,            0.017821,            0.009347,             0.95695,             0.94301,             0.94401,             0.49031,            0.051754,            0.013171,           0.0067501,            0.001453,            0.001453,            0.001453
                 261,            0.056703,            0.016602,           0.0085742,             0.95418,             0.94081,             0.93874,             0.48446,            0.052075,            0.013269,           0.0067519,             0.00142,             0.00142,             0.00142
                 262,            0.058458,            0.018674,           0.0089393,             0.95784,             0.94641,             0.95001,             0.48959,             0.05201,             0.01326,           0.0067455,            0.001387,            0.001387,            0.001387
                 263,            0.058264,            0.018453,           0.0091609,             0.95355,             0.94527,             0.94214,             0.48762,            0.051335,            0.013159,           0.0067378,            0.001354,            0.001354,            0.001354
                 264,            0.058065,            0.017426,           0.0091403,             0.95902,             0.94843,             0.95092,             0.49278,            0.051302,            0.013156,           0.0067198,            0.001321,            0.001321,            0.001321
                 265,            0.058203,            0.018272,           0.0086639,             0.96101,              0.9483,             0.94898,             0.49321,            0.051633,            0.013166,           0.0066972,            0.001288,            0.001288,            0.001288
                 266,            0.057332,            0.017417,           0.0087184,             0.95715,             0.94681,              0.9512,             0.49558,              0.0517,            0.013183,           0.0067365,            0.001255,            0.001255,            0.001255
                 267,             0.05761,            0.017931,           0.0088612,             0.95843,             0.94979,             0.94936,             0.47957,            0.052211,             0.01332,           0.0067188,            0.001222,            0.001222,            0.001222
                 268,            0.057706,            0.018326,           0.0087188,             0.95948,             0.94835,             0.95362,             0.49339,            0.051374,            0.013171,           0.0067266,            0.001189,            0.001189,            0.001189
                 269,            0.057614,            0.017492,           0.0088361,             0.96135,             0.95065,             0.94797,             0.49064,            0.051253,            0.013253,           0.0067145,            0.001156,            0.001156,            0.001156
                 270,            0.058086,            0.017632,           0.0090306,             0.95879,             0.95454,             0.95224,             0.48936,            0.051569,            0.013214,           0.0066989,            0.001123,            0.001123,            0.001123
                 271,            0.056948,            0.017345,           0.0084982,             0.95937,              0.9555,             0.95169,             0.50193,            0.051998,            0.013232,           0.0066977,             0.00109,             0.00109,             0.00109
                 272,            0.059668,            0.018849,           0.0091167,               0.962,             0.94781,             0.94964,             0.50249,            0.052137,            0.013301,           0.0067131,            0.001057,            0.001057,            0.001057
                 273,            0.057965,            0.018208,            0.008909,             0.96328,             0.94943,             0.95204,             0.49151,            0.051542,            0.013361,            0.006729,            0.001024,            0.001024,            0.001024
                 274,            0.057231,            0.017383,           0.0087559,              0.9629,             0.95273,             0.95118,             0.49903,            0.051453,            0.013228,           0.0067085,            0.000991,            0.000991,            0.000991
                 275,            0.057246,             0.01677,           0.0087486,             0.95233,             0.94697,             0.93953,             0.48518,            0.051577,            0.013219,           0.0067029,            0.000958,            0.000958,            0.000958
                 276,             0.05768,            0.017587,           0.0091027,             0.95293,              0.9465,             0.94401,             0.49028,            0.051561,            0.013248,           0.0067223,            0.000925,            0.000925,            0.000925
                 277,            0.058243,            0.018985,           0.0093063,             0.95774,             0.94509,             0.94602,             0.49039,            0.051755,             0.01338,           0.0067195,            0.000892,            0.000892,            0.000892
                 278,            0.058086,            0.018132,           0.0091884,             0.96379,             0.94816,             0.94539,             0.48841,            0.051809,            0.013303,           0.0066936,            0.000859,            0.000859,            0.000859
                 279,            0.057502,            0.018068,           0.0088996,             0.95765,             0.94477,             0.94118,             0.48692,             0.05193,            0.013329,           0.0067009,            0.000826,            0.000826,            0.000826
                 280,            0.058356,            0.018666,           0.0092785,              0.9549,             0.94695,             0.94123,              0.4982,            0.051901,            0.013341,           0.0067027,            0.000793,            0.000793,            0.000793
                 281,            0.057817,              0.0185,           0.0087772,             0.95896,             0.94477,             0.94411,             0.48957,            0.051626,            0.013192,           0.0066856,             0.00076,             0.00076,             0.00076
                 282,            0.057646,            0.017733,           0.0089258,             0.95648,             0.94566,             0.94553,             0.48885,            0.051773,            0.013192,           0.0066921,            0.000727,            0.000727,            0.000727
                 283,            0.057598,            0.017812,           0.0088573,             0.96218,             0.94806,             0.95608,             0.49653,            0.051319,            0.013138,           0.0066966,            0.000694,            0.000694,            0.000694
                 284,            0.056168,            0.017073,           0.0086057,             0.95973,             0.94667,             0.94998,             0.49735,            0.051252,            0.013127,           0.0066836,            0.000661,            0.000661,            0.000661
                 285,            0.057152,            0.017547,           0.0088902,             0.96294,             0.95045,             0.95712,             0.50253,            0.051511,            0.013166,           0.0066825,            0.000628,            0.000628,            0.000628
                 286,             0.05724,             0.01759,           0.0090283,             0.96453,             0.94979,             0.95471,             0.49464,            0.051342,            0.013142,           0.0066925,            0.000595,            0.000595,            0.000595
                 287,             0.05767,            0.017629,             0.00933,             0.95564,             0.94135,             0.93918,             0.48953,            0.051201,            0.013125,           0.0066954,            0.000562,            0.000562,            0.000562
                 288,            0.056925,            0.018008,           0.0086582,             0.96011,             0.94477,             0.95008,             0.49528,            0.051236,            0.013111,           0.0066863,            0.000529,            0.000529,            0.000529
                 289,            0.057591,            0.018918,           0.0088812,              0.9645,             0.95249,             0.96119,             0.49761,            0.051199,            0.013103,            0.006676,            0.000496,            0.000496,            0.000496
                 290,            0.057112,            0.017193,           0.0085368,             0.96122,             0.94656,             0.94754,             0.49791,            0.051097,            0.013087,           0.0066741,            0.000463,            0.000463,            0.000463
                 291,            0.057427,            0.018038,           0.0087256,             0.96227,             0.95551,             0.95419,             0.49499,            0.051068,            0.013087,           0.0066831,             0.00043,             0.00043,             0.00043
                 292,            0.056856,            0.018202,           0.0087477,             0.96349,             0.94815,             0.94985,             0.49309,            0.051055,            0.013076,           0.0066814,            0.000397,            0.000397,            0.000397
                 293,            0.058191,            0.018265,            0.009062,             0.96665,              0.9571,             0.95863,             0.49828,             0.05099,            0.013095,           0.0066717,            0.000364,            0.000364,            0.000364
                 294,            0.057716,            0.018862,           0.0090915,             0.96329,             0.95399,             0.95479,             0.49959,            0.050895,            0.013078,           0.0066641,            0.000331,            0.000331,            0.000331
                 295,            0.056006,            0.017421,           0.0084799,             0.96224,             0.95391,             0.95407,             0.50443,            0.050821,            0.013062,           0.0066596,            0.000298,            0.000298,            0.000298
                 296,            0.058178,            0.018298,           0.0090926,             0.95984,              0.9524,               0.948,             0.49922,            0.051154,            0.013109,           0.0066602,            0.000265,            0.000265,            0.000265
                 297,            0.056927,            0.017979,           0.0090274,              0.9631,              0.9466,             0.94614,              0.5019,            0.051359,            0.013162,             0.00666,            0.000232,            0.000232,            0.000232
                 298,            0.057025,            0.017691,            0.008689,             0.96053,             0.95308,             0.95061,             0.50705,            0.050974,            0.013089,            0.006658,            0.000199,            0.000199,            0.000199
                 299,            0.056913,            0.017573,           0.0089083,             0.96383,             0.95585,             0.95688,             0.50301,            0.051099,            0.013105,           0.0066607,            0.000166,            0.000166,            0.000166
