               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 162,            0.063005,            0.018462,           0.0091121,             0.92928,             0.88541,             0.90718,             0.44214,            0.056176,            0.014222,           0.0074026,            0.004687,            0.004687,            0.004687
                 163,            0.061501,            0.017978,           0.0087674,             0.92548,             0.90062,              0.9085,             0.43999,            0.055887,            0.013946,            0.007341,            0.004654,            0.004654,            0.004654
                 164,            0.062225,            0.018826,            0.009215,             0.92691,             0.90029,             0.90357,             0.44934,            0.056066,            0.014185,           0.0073686,            0.004621,            0.004621,            0.004621
                 165,            0.062108,            0.018614,            0.009224,             0.92264,              0.8968,             0.90223,             0.44378,             0.05605,            0.014076,           0.0074134,            0.004588,            0.004588,            0.004588
                 166,            0.062405,             0.01862,           0.0091887,             0.91695,             0.89515,             0.90159,             0.44418,            0.056708,            0.013969,           0.0073092,            0.004555,            0.004555,            0.004555
                 167,            0.062251,            0.018961,           0.0091711,             0.93216,             0.91128,             0.91484,             0.44041,            0.056441,            0.013937,           0.0073103,            0.004522,            0.004522,            0.004522
                 168,            0.061041,            0.018466,           0.0085699,             0.92627,             0.90515,             0.90401,             0.43658,             0.05623,            0.013983,           0.0074031,            0.004489,            0.004489,            0.004489
                 169,            0.060753,            0.017692,           0.0088161,             0.93064,              0.9053,             0.91026,              0.4446,              0.0563,            0.013946,           0.0073779,            0.004456,            0.004456,            0.004456
                 170,            0.061464,            0.018868,           0.0090359,             0.92835,              0.9046,              0.9094,             0.44676,            0.055885,            0.013901,           0.0073147,            0.004423,            0.004423,            0.004423
                 171,            0.062601,            0.018734,           0.0092071,             0.92438,             0.90768,             0.91068,             0.45866,            0.056283,            0.014037,           0.0074063,             0.00439,             0.00439,             0.00439
                 172,            0.062099,            0.019146,           0.0092073,             0.93051,              0.9015,             0.90432,              0.4504,            0.056146,            0.014068,           0.0074466,            0.004357,            0.004357,            0.004357
                 173,            0.062096,            0.019297,           0.0091928,             0.92545,              0.9002,             0.89399,             0.44045,            0.055829,            0.014037,           0.0073566,            0.004324,            0.004324,            0.004324
                 174,             0.06147,            0.018118,           0.0086568,             0.92131,             0.90023,             0.89925,             0.43374,            0.055945,            0.014021,           0.0073124,            0.004291,            0.004291,            0.004291
                 175,            0.061757,            0.019304,           0.0091202,             0.92027,             0.89925,             0.89996,             0.43543,            0.055973,            0.013911,           0.0073282,            0.004258,            0.004258,            0.004258
                 176,            0.060626,            0.018345,            0.009301,             0.92576,             0.90642,             0.90262,             0.43482,            0.055702,            0.013921,           0.0072837,            0.004225,            0.004225,            0.004225
                 177,            0.061572,            0.018493,           0.0090841,              0.9246,             0.90184,              0.9032,              0.4401,            0.056248,               0.014,           0.0072972,            0.004192,            0.004192,            0.004192
                 178,            0.060957,            0.018007,           0.0089298,             0.92586,             0.89698,             0.89791,             0.43945,             0.05628,            0.014084,           0.0072847,            0.004159,            0.004159,            0.004159
                 179,            0.060379,            0.017915,             0.00874,             0.91166,             0.89805,             0.90172,             0.43476,            0.056361,            0.013989,           0.0072925,            0.004126,            0.004126,            0.004126
                 180,            0.061309,            0.019093,           0.0089077,              0.9263,             0.90675,             0.90479,             0.44167,            0.055631,            0.013902,           0.0072508,            0.004093,            0.004093,            0.004093
                 181,            0.060652,            0.018439,           0.0087515,             0.91812,             0.89806,             0.89529,             0.43637,            0.055995,            0.014128,            0.007339,             0.00406,             0.00406,             0.00406
                 182,            0.062441,             0.01904,           0.0091368,             0.92543,             0.90693,             0.90906,             0.44569,            0.055412,             0.01409,           0.0072807,            0.004027,            0.004027,            0.004027
                 183,              0.0617,            0.018356,           0.0090048,             0.91845,             0.90601,             0.91472,             0.44843,            0.055549,            0.014085,            0.007273,            0.003994,            0.003994,            0.003994
                 184,            0.061617,            0.018774,           0.0091646,             0.92967,             0.89978,             0.91173,             0.45136,            0.055866,            0.014003,           0.0073053,            0.003961,            0.003961,            0.003961
                 185,             0.06128,            0.019008,           0.0089538,             0.92069,             0.90245,             0.91154,             0.44595,            0.056077,            0.013978,           0.0072733,            0.003928,            0.003928,            0.003928
                 186,            0.061218,            0.018333,           0.0089457,             0.91804,             0.90108,             0.89642,             0.44802,            0.056483,            0.014026,           0.0072951,            0.003895,            0.003895,            0.003895
                 187,            0.061692,            0.018995,           0.0090803,             0.92692,             0.90522,             0.90997,              0.4366,            0.055843,            0.013985,           0.0072653,            0.003862,            0.003862,            0.003862
                 188,            0.061224,            0.018799,           0.0089185,             0.91782,             0.90527,             0.90125,             0.44922,            0.055262,            0.013952,           0.0072698,            0.003829,            0.003829,            0.003829
                 189,            0.060424,            0.018528,           0.0086864,             0.92702,             0.90347,             0.90914,             0.44342,             0.05545,             0.01393,           0.0073217,            0.003796,            0.003796,            0.003796
                 190,            0.060421,            0.018544,           0.0088761,             0.93204,             0.90748,             0.91524,             0.45406,            0.055436,            0.013859,           0.0072904,            0.003763,            0.003763,            0.003763
                 191,            0.061055,            0.018936,           0.0089448,             0.93103,             0.90641,              0.9124,             0.45231,             0.05548,            0.013812,             0.00728,             0.00373,             0.00373,             0.00373
                 192,            0.060363,             0.01952,            0.009031,             0.91675,              0.8994,             0.90559,             0.44497,            0.055865,            0.013956,           0.0073361,            0.003697,            0.003697,            0.003697
                 193,            0.060742,            0.018127,           0.0088638,             0.92755,             0.90858,             0.90834,             0.44929,             0.05524,            0.013917,           0.0073326,            0.003664,            0.003664,            0.003664
                 194,            0.060144,            0.018246,           0.0087278,             0.92752,             0.91034,              0.9055,             0.45237,            0.055383,            0.013945,           0.0072848,            0.003631,            0.003631,            0.003631
                 195,            0.060879,            0.018772,           0.0090167,             0.93398,             0.91224,             0.91233,             0.45238,            0.055908,            0.013969,           0.0072409,            0.003598,            0.003598,            0.003598
                 196,             0.06109,            0.018669,             0.00909,             0.92278,             0.89968,             0.89568,              0.4472,            0.056529,            0.014097,           0.0072371,            0.003565,            0.003565,            0.003565
                 197,            0.060835,            0.018911,           0.0090582,             0.92725,             0.91483,             0.91196,             0.44031,            0.055062,            0.013863,           0.0072341,            0.003532,            0.003532,            0.003532
                 198,            0.060742,            0.018272,           0.0090905,             0.92691,             0.90421,             0.90618,             0.44575,            0.055516,            0.013936,           0.0072174,            0.003499,            0.003499,            0.003499
                 199,            0.060373,            0.018553,           0.0088838,             0.92048,             0.90812,             0.91126,             0.45424,            0.055219,            0.013763,           0.0072165,            0.003466,            0.003466,            0.003466
                 200,            0.059828,            0.018073,           0.0086935,               0.917,             0.89782,             0.90545,              0.4533,            0.055518,            0.013895,           0.0072395,            0.003433,            0.003433,            0.003433
                 201,            0.061089,            0.018843,             0.00911,             0.91997,             0.90372,             0.90643,             0.45346,            0.056409,            0.013924,           0.0072227,              0.0034,              0.0034,              0.0034
                 202,            0.060656,            0.018668,           0.0091536,             0.92361,             0.90488,             0.91147,             0.45083,             0.05555,            0.013807,           0.0072471,            0.003367,            0.003367,            0.003367
                 203,             0.06032,            0.018784,            0.009041,             0.92666,             0.90422,             0.90164,             0.45238,            0.055806,            0.013789,           0.0072982,            0.003334,            0.003334,            0.003334
                 204,            0.059666,             0.01823,           0.0086714,             0.92526,             0.89949,             0.90726,             0.44557,            0.055237,            0.013781,           0.0072514,            0.003301,            0.003301,            0.003301
                 205,            0.059951,            0.020121,           0.0088673,             0.92287,             0.89975,             0.90748,             0.45326,            0.055888,            0.013958,            0.007228,            0.003268,            0.003268,            0.003268
                 206,            0.059902,            0.018413,           0.0089534,              0.9244,             0.90204,             0.90875,               0.458,            0.055304,            0.013789,           0.0072365,            0.003235,            0.003235,            0.003235
                 207,            0.059686,            0.018714,           0.0088809,             0.93467,             0.90529,             0.90559,             0.45155,            0.055425,            0.013806,           0.0072657,            0.003202,            0.003202,            0.003202
                 208,              0.0603,            0.018014,            0.008955,             0.92982,             0.90915,             0.90765,             0.45314,            0.054919,             0.01371,           0.0072441,            0.003169,            0.003169,            0.003169
                 209,            0.060244,            0.018951,           0.0090636,             0.92649,             0.90786,             0.91325,             0.45467,            0.054585,             0.01378,           0.0072096,            0.003136,            0.003136,            0.003136
                 210,            0.060629,            0.017856,           0.0092644,             0.92146,             0.90487,             0.90165,             0.44445,            0.055801,            0.013842,           0.0072254,            0.003103,            0.003103,            0.003103
                 211,            0.060144,            0.018405,           0.0087046,             0.92534,             0.90375,             0.91377,             0.45231,            0.055132,            0.013749,           0.0072652,             0.00307,             0.00307,             0.00307
                 212,            0.059009,            0.018084,           0.0086047,             0.93307,             0.90934,             0.90877,             0.45438,            0.055422,            0.013782,           0.0072445,            0.003037,            0.003037,            0.003037
                 213,            0.059724,            0.018022,           0.0085886,             0.92315,             0.90894,             0.90127,             0.44394,            0.054813,            0.013685,            0.007234,            0.003004,            0.003004,            0.003004
                 214,             0.05976,            0.018243,           0.0084202,             0.93622,             0.91543,              0.9175,             0.45343,            0.054678,            0.013743,           0.0072302,            0.002971,            0.002971,            0.002971
                 215,            0.060663,            0.018684,           0.0094753,             0.93074,             0.91223,             0.90861,             0.45098,            0.054826,            0.013715,           0.0072275,            0.002938,            0.002938,            0.002938
                 216,            0.059765,            0.018295,           0.0089678,             0.92199,              0.9032,             0.89887,             0.45118,            0.055004,            0.013803,           0.0071922,            0.002905,            0.002905,            0.002905
                 217,            0.059439,            0.018225,           0.0089576,             0.92379,             0.90405,             0.90264,             0.45026,             0.05512,            0.013872,           0.0072082,            0.002872,            0.002872,            0.002872
                 218,            0.059163,            0.018284,           0.0087946,             0.92577,             0.90936,             0.91016,             0.45017,            0.054909,            0.013819,           0.0071912,            0.002839,            0.002839,            0.002839
                 219,            0.059435,            0.018449,           0.0087474,             0.92518,             0.90869,             0.89767,             0.45089,            0.055827,            0.013796,           0.0071774,            0.002806,            0.002806,            0.002806
                 220,            0.059388,            0.019167,           0.0087343,             0.92364,             0.90486,              0.9043,             0.44872,            0.055472,            0.013714,           0.0072101,            0.002773,            0.002773,            0.002773
                 221,            0.058746,            0.017454,           0.0087064,             0.92667,             0.90604,             0.90749,             0.45269,            0.054865,            0.013627,            0.007205,             0.00274,             0.00274,             0.00274
                 222,            0.059985,            0.018909,           0.0087774,             0.93271,             0.91205,             0.91338,             0.45081,            0.055568,            0.013747,           0.0072054,            0.002707,            0.002707,            0.002707
                 223,            0.059938,            0.018907,           0.0091115,             0.92587,             0.90893,             0.90991,             0.45692,            0.055077,            0.013655,           0.0071614,            0.002674,            0.002674,            0.002674
                 224,            0.059578,            0.018037,           0.0087343,             0.92354,             0.91063,             0.91139,              0.4527,             0.05494,            0.013677,           0.0071496,            0.002641,            0.002641,            0.002641
                 225,            0.059475,            0.017645,           0.0087281,              0.9299,             0.91113,             0.90806,             0.45283,            0.055027,            0.013706,           0.0071638,            0.002608,            0.002608,            0.002608
                 226,            0.059998,             0.01882,           0.0088604,             0.92744,              0.9039,             0.90401,             0.44259,            0.055429,            0.013788,           0.0071649,            0.002575,            0.002575,            0.002575
                 227,            0.059639,             0.01806,            0.009028,             0.93133,             0.91184,             0.91005,             0.44997,            0.055032,            0.013751,           0.0071578,            0.002542,            0.002542,            0.002542
                 228,            0.059562,            0.018717,            0.009087,             0.92494,             0.90054,             0.90361,             0.44623,            0.055031,            0.013766,           0.0071798,            0.002509,            0.002509,            0.002509
                 229,            0.060413,            0.017597,           0.0090852,             0.92473,             0.90535,             0.90444,             0.45376,            0.054989,            0.013738,           0.0071511,            0.002476,            0.002476,            0.002476
                 230,            0.060079,            0.018909,           0.0092278,             0.92509,             0.90602,             0.90687,             0.45504,            0.054505,            0.013597,           0.0071596,            0.002443,            0.002443,            0.002443
                 231,            0.058611,            0.017991,           0.0086608,             0.93825,               0.914,             0.91533,             0.45281,            0.054663,            0.013679,           0.0072143,             0.00241,             0.00241,             0.00241
                 232,            0.059336,            0.018786,           0.0089017,             0.92656,             0.90786,             0.90761,             0.46018,            0.054425,            0.013571,           0.0071676,            0.002377,            0.002377,            0.002377
                 233,            0.058381,            0.018199,           0.0086411,             0.92181,             0.90719,             0.91171,             0.46425,            0.054354,            0.013565,           0.0071413,            0.002344,            0.002344,            0.002344
                 234,            0.059117,            0.017712,           0.0087104,             0.92615,             0.90129,             0.89933,             0.45689,            0.054627,            0.013627,           0.0071765,            0.002311,            0.002311,            0.002311
                 235,            0.058452,            0.018045,           0.0086997,             0.92925,             0.90699,             0.90133,              0.4491,            0.054612,              0.0137,            0.007145,            0.002278,            0.002278,            0.002278
                 236,             0.05979,            0.018368,           0.0087935,             0.92352,              0.9028,             0.89701,             0.44931,            0.054787,             0.01373,           0.0071535,            0.002245,            0.002245,            0.002245
                 237,            0.058938,            0.018823,           0.0088556,              0.9313,             0.90635,             0.90397,             0.45159,            0.055028,            0.013663,            0.007134,            0.002212,            0.002212,            0.002212
                 238,            0.059196,            0.018588,           0.0085669,             0.92853,             0.90501,             0.89829,             0.44654,            0.055484,            0.013802,           0.0071543,            0.002179,            0.002179,            0.002179
                 239,            0.058649,            0.018333,           0.0086553,             0.92784,             0.90538,             0.90843,             0.44533,            0.055086,            0.013711,           0.0071785,            0.002146,            0.002146,            0.002146
                 240,            0.058085,            0.018586,           0.0088211,             0.93239,             0.90669,             0.90714,             0.45199,            0.054761,            0.013589,           0.0071183,            0.002113,            0.002113,            0.002113
                 241,            0.058943,            0.018049,           0.0087943,             0.92771,             0.90623,             0.90642,              0.4482,            0.055017,            0.013704,           0.0071367,             0.00208,             0.00208,             0.00208
                 242,            0.057973,            0.018214,           0.0084695,             0.93382,             0.91278,             0.91561,             0.44362,            0.055103,            0.013755,           0.0071554,            0.002047,            0.002047,            0.002047
                 243,            0.058341,            0.018683,           0.0087507,             0.93134,              0.9131,             0.90553,             0.45597,            0.054981,            0.013736,           0.0071461,            0.002014,            0.002014,            0.002014
                 244,            0.059442,            0.019412,           0.0089088,             0.93212,             0.90895,             0.90944,             0.45579,             0.05466,            0.013647,           0.0071466,            0.001981,            0.001981,            0.001981
                 245,            0.058838,            0.019003,           0.0088385,             0.92933,             0.90533,             0.90884,             0.44563,            0.054903,            0.013748,           0.0071867,            0.001948,            0.001948,            0.001948
                 246,            0.058581,             0.01789,           0.0087146,             0.92389,              0.9044,             0.89998,             0.45261,            0.054464,             0.01371,           0.0071484,            0.001915,            0.001915,            0.001915
                 247,            0.059276,            0.018249,           0.0088383,             0.91855,             0.90432,             0.90145,              0.4529,            0.055021,            0.013736,            0.007139,            0.001882,            0.001882,            0.001882
                 248,            0.058481,            0.018429,           0.0089223,             0.92475,             0.90848,             0.90605,             0.45283,            0.054827,            0.013667,            0.007135,            0.001849,            0.001849,            0.001849
                 249,            0.059331,            0.018387,           0.0088732,               0.926,             0.90908,              0.9073,             0.45481,            0.054391,            0.013703,           0.0071231,            0.001816,            0.001816,            0.001816
                 250,            0.058352,            0.017815,           0.0083968,             0.93104,              0.9141,             0.91002,             0.45282,            0.054675,            0.013764,           0.0071795,            0.001783,            0.001783,            0.001783
                 251,            0.058576,            0.018009,           0.0088324,             0.93205,             0.91408,               0.911,              0.4594,              0.0542,            0.013671,           0.0071832,             0.00175,             0.00175,             0.00175
                 252,            0.057487,            0.018057,           0.0086381,             0.92231,             0.90234,             0.90248,             0.45192,            0.054867,            0.013744,           0.0071427,            0.001717,            0.001717,            0.001717
                 253,            0.057666,             0.01697,           0.0086429,             0.92217,             0.90167,             0.90387,             0.45838,            0.054869,             0.01377,           0.0071118,            0.001684,            0.001684,            0.001684
                 254,            0.058391,            0.018796,            0.008755,             0.92178,             0.90426,             0.89694,             0.45576,            0.054945,            0.013781,           0.0071099,            0.001651,            0.001651,            0.001651
                 255,            0.059275,            0.018578,           0.0090523,             0.92395,             0.90617,             0.90562,             0.45355,            0.054793,            0.013745,           0.0071161,            0.001618,            0.001618,            0.001618
                 256,            0.058337,            0.018553,           0.0086656,             0.92672,             0.90711,             0.90427,             0.45879,            0.054622,             0.01365,            0.007099,            0.001585,            0.001585,            0.001585
                 257,            0.058454,            0.017808,            0.008941,             0.92539,             0.90588,             0.90357,             0.45783,            0.054626,            0.013716,           0.0071245,            0.001552,            0.001552,            0.001552
                 258,            0.058978,            0.018298,            0.008932,             0.93149,              0.9119,             0.90766,             0.45815,            0.054087,            0.013686,           0.0071366,            0.001519,            0.001519,            0.001519
                 259,            0.058222,            0.018246,           0.0085445,              0.9309,             0.90856,             0.90608,              0.4594,             0.05431,            0.013622,           0.0071167,            0.001486,            0.001486,            0.001486
                 260,            0.058456,            0.017861,           0.0088084,             0.92832,             0.90362,             0.90133,              0.4566,             0.05522,            0.013733,           0.0071035,            0.001453,            0.001453,            0.001453
                 261,            0.058645,            0.018042,           0.0090002,             0.92065,             0.90628,             0.89951,             0.45696,            0.054834,            0.013629,           0.0071092,             0.00142,             0.00142,             0.00142
                 262,            0.058027,            0.017604,           0.0087414,             0.92111,             0.90911,             0.90754,             0.45804,            0.054616,            0.013666,           0.0071075,            0.001387,            0.001387,            0.001387
                 263,            0.058525,            0.018415,           0.0088044,             0.92895,             0.91152,             0.91279,             0.45554,            0.054678,            0.013675,           0.0070861,            0.001354,            0.001354,            0.001354
                 264,            0.057669,            0.017847,           0.0086302,             0.92528,             0.90943,             0.90919,             0.45545,            0.054691,            0.013657,           0.0071082,            0.001321,            0.001321,            0.001321
                 265,             0.05855,            0.018271,           0.0087014,             0.92413,             0.90748,             0.90864,             0.45257,            0.054566,            0.013687,           0.0071076,            0.001288,            0.001288,            0.001288
                 266,            0.057075,            0.017602,           0.0085265,              0.9272,             0.91042,             0.91122,             0.45601,             0.05449,            0.013656,           0.0071101,            0.001255,            0.001255,            0.001255
                 267,            0.057872,            0.017879,            0.008671,             0.92813,             0.91777,             0.91666,             0.46336,            0.054708,            0.013669,           0.0071142,            0.001222,            0.001222,            0.001222
                 268,            0.057849,            0.018258,            0.008715,             0.92794,             0.91392,             0.91528,             0.45894,            0.054536,            0.013661,           0.0070963,            0.001189,            0.001189,            0.001189
                 269,            0.057563,            0.018049,           0.0087739,             0.92466,             0.90881,             0.91069,             0.45669,            0.054548,            0.013709,           0.0070942,            0.001156,            0.001156,            0.001156
                 270,            0.058253,            0.018366,           0.0088257,             0.93042,             0.91275,             0.91413,             0.46171,            0.054349,            0.013683,           0.0071204,            0.001123,            0.001123,            0.001123
                 271,            0.057563,            0.017787,           0.0086598,             0.92617,             0.90996,             0.91039,             0.46321,            0.054574,             0.01366,           0.0071121,             0.00109,             0.00109,             0.00109
                 272,            0.058255,             0.01818,           0.0087817,             0.92626,             0.91089,             0.91013,             0.45505,            0.054625,            0.013669,           0.0071224,            0.001057,            0.001057,            0.001057
                 273,            0.058622,            0.018621,           0.0090303,             0.92776,             0.91194,             0.90927,             0.45663,            0.054452,             0.01361,           0.0071002,            0.001024,            0.001024,            0.001024
                 274,            0.058031,            0.019019,           0.0086452,             0.93596,             0.91556,             0.91956,             0.46288,            0.053952,            0.013516,           0.0070836,            0.000991,            0.000991,            0.000991
                 275,            0.058317,            0.018284,           0.0091534,             0.92464,             0.90603,             0.91335,             0.45912,             0.05425,            0.013581,           0.0070877,            0.000958,            0.000958,            0.000958
                 276,            0.057918,             0.01745,           0.0087208,             0.92504,             0.90712,             0.90722,             0.45948,            0.054427,            0.013658,           0.0070844,            0.000925,            0.000925,            0.000925
                 277,            0.058754,            0.018902,           0.0087908,             0.92648,             0.90735,             0.90476,             0.45035,            0.054504,             0.01365,            0.007109,            0.000892,            0.000892,            0.000892
                 278,            0.057319,            0.018097,           0.0085692,              0.9236,             0.90338,             0.90461,             0.45564,             0.05437,            0.013593,           0.0071173,            0.000859,            0.000859,            0.000859
                 279,            0.057897,            0.018117,           0.0089326,             0.92343,             0.90355,             0.90546,             0.45688,             0.05451,            0.013576,           0.0070988,            0.000826,            0.000826,            0.000826
                 280,            0.057775,            0.017741,           0.0086594,             0.92736,             0.91091,             0.90966,             0.45995,            0.054287,            0.013583,            0.007078,            0.000793,            0.000793,            0.000793
                 281,            0.056871,            0.017453,           0.0085711,             0.92341,             0.90716,             0.90407,              0.4565,            0.054602,            0.013678,            0.007078,             0.00076,             0.00076,             0.00076
                 282,            0.057228,            0.018224,           0.0085967,             0.92252,              0.9068,              0.9021,             0.45691,            0.054348,            0.013624,           0.0070933,            0.000727,            0.000727,            0.000727
                 283,            0.058439,            0.018664,            0.009162,             0.92446,             0.90604,             0.90309,             0.45605,            0.054552,            0.013653,           0.0070902,            0.000694,            0.000694,            0.000694
                 284,            0.057922,            0.018351,            0.008596,             0.92032,             0.90523,             0.89886,             0.45826,            0.054508,             0.01365,           0.0070961,            0.000661,            0.000661,            0.000661
                 285,            0.057248,            0.018182,           0.0084927,             0.92723,              0.9062,             0.89832,             0.45924,            0.054688,            0.013704,           0.0070959,            0.000628,            0.000628,            0.000628
                 286,            0.057415,            0.018278,           0.0087793,              0.9233,             0.90653,             0.89885,             0.45613,            0.054833,            0.013758,           0.0070742,            0.000595,            0.000595,            0.000595
                 287,             0.05822,            0.018663,           0.0090496,             0.91998,             0.90208,             0.89528,              0.4604,            0.054312,            0.013634,           0.0070697,            0.000562,            0.000562,            0.000562
                 288,            0.057205,            0.017579,           0.0086892,             0.93152,             0.91023,             0.90968,             0.46398,            0.053983,            0.013556,           0.0070646,            0.000529,            0.000529,            0.000529
                 289,            0.057918,             0.01872,            0.008807,             0.92698,             0.90675,             0.90721,              0.4613,            0.054132,            0.013603,           0.0070612,            0.000496,            0.000496,            0.000496
                 290,            0.057002,             0.01802,           0.0086031,             0.92439,             0.90474,             0.90213,             0.45981,            0.054421,            0.013665,           0.0070637,            0.000463,            0.000463,            0.000463
                 291,            0.056833,            0.016851,           0.0082269,             0.92203,              0.9061,             0.90792,             0.46167,            0.054237,            0.013616,            0.007064,             0.00043,             0.00043,             0.00043
                 292,            0.057626,            0.018636,           0.0087328,               0.927,             0.90803,              0.9088,             0.46431,             0.05397,            0.013525,           0.0070615,            0.000397,            0.000397,            0.000397
                 293,            0.057455,            0.018301,           0.0086988,             0.92741,             0.90841,             0.91239,             0.46737,            0.054273,            0.013605,           0.0070616,            0.000364,            0.000364,            0.000364
                 294,            0.057089,            0.017129,           0.0082664,             0.93225,             0.91243,             0.91596,             0.46557,            0.053996,            0.013544,           0.0070624,            0.000331,            0.000331,            0.000331
                 295,            0.057393,            0.018012,           0.0087549,             0.92755,             0.91264,             0.91191,             0.46347,            0.053943,            0.013522,           0.0070683,            0.000298,            0.000298,            0.000298
                 296,            0.057079,            0.018234,            0.008726,               0.929,             0.91184,             0.91248,             0.46413,            0.054034,            0.013544,           0.0070777,            0.000265,            0.000265,            0.000265
                 297,            0.057511,            0.018637,           0.0089155,              0.9285,             0.90956,             0.90908,             0.46474,             0.05416,            0.013567,           0.0070796,            0.000232,            0.000232,            0.000232
                 298,            0.058044,             0.01826,           0.0090107,             0.93004,             0.91039,              0.9132,              0.4664,             0.05394,            0.013522,           0.0070774,            0.000199,            0.000199,            0.000199
                 299,            0.056648,            0.017792,           0.0087518,             0.93011,             0.91066,             0.91294,             0.46451,             0.05393,            0.013506,           0.0070743,            0.000166,            0.000166,            0.000166
